"country_iso3_numeric","area.code","prod_method","species.alpha_3_code","year","unit_code","quantity","country_identifier","country_iso2_code","country_iso3_alpha","country_name_en","country_official_name_en","continent_group_en","ecoclass_group_en","georegion_group_en","area_name_en","ocean_group_en","habitat","faregion_group_en","production_identifier","production_name_en","sort","species_taxonomic_code","species_identifier","CommonName","SciName","author","species_major_group","yearbook_group_en","isscaap_group","cpc_class_en","cpc_group_en","unit_description_en","unit_identifier","unit_name_en","sws_unit","unit","symbol_description_en","symbol_name_en","Species01","Genus01","Family01","Other01","fao_habitat","taxa_source","Fresh01","Brack01","Saltwater01","fb_habitat"
316,71,"aquaculture","PNV",2018,"Q_tlw",10,88,"GU","GUM","Guam","Guam","Oceania","Other developing countries or areas","Micronesia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
320,77,"aquaculture","PNV",2018,"Q_tlw",17273,89,"GT","GTM","Guatemala","the Republic of Guatemala","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
328,31,"aquaculture","PEN",2018,"Q_tlw",175.04,91,"GY","GUY","Guyana","the Co-operative Republic of Guyana","Americas","Other developing countries or areas","South America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_aquaculture",NA,NA,NA,NA
340,77,"aquaculture","PNV",2018,"Q_tlw",31500,95,"HN","HND","Honduras","the Republic of Honduras","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
356,57,"aquaculture","PNV",2018,"Q_tlw",622000,100,"IN","IND","India","the Republic of India","Asia","Other developing countries or areas","Southern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
356,57,"aquaculture","GIT",2018,"Q_tlw",59000,100,"IN","IND","India","the Republic of India","Asia","Other developing countries or areas","Southern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100112",3405,"giant tiger prawn","penaeus monodon","Fabricius 1798","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","penaeus.monodon_marine_aquaculture",0,1,1,"marine"
356,57,"aquaculture","PNI",2018,"Q_tlw",1300,100,"IN","IND","India","the Republic of India","Asia","Other developing countries or areas","Southern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100125",2589,"indian white prawn","penaeus indicus","H. Milne Edwards 1837","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","penaeus.indicus_marine_aquaculture",0,1,1,"marine"
36,71,"aquaculture","PEN",2018,"Q_tlw",3921.2,10,"AU","AUS","Australia","Australia","Oceania","Developed countries or areas","Australia and New Zealand","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_aquaculture",NA,NA,NA,NA
36,81,"aquaculture","PEN",2018,"Q_tlw",284.2,10,"AU","AUS","Australia","Australia","Oceania","Developed countries or areas","Australia and New Zealand","Pacific, Southwest","Pacific Ocean","marine","Southern regions",2,"Aquaculture production (brackishwater)",2,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_aquaculture",NA,NA,NA,NA
360,71,"aquaculture","PBA",2018,"Q_tlw",14783,101,"ID","IDN","Indonesia","the Republic of Indonesia","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100103",2583,"banana prawn","penaeus merguiensis","De Man 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.merguiensis_marine_aquaculture",0,1,1,"marine"
360,4,"aquaculture","PNV",2018,"Q_tlw",22950,101,"ID","IDN","Indonesia","the Republic of Indonesia","Asia","Other developing countries or areas","South-Eastern Asia","Asia - Inland waters",NA,"marine",NA,1,"Aquaculture production (freshwater)",1,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"inland","litopenaeus.vannamei_inland_aquaculture",0,1,1,"marine"
360,71,"aquaculture","PNV",2018,"Q_tlw",685730,101,"ID","IDN","Indonesia","the Republic of Indonesia","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
360,4,"aquaculture","GIT",2018,"Q_tlw",1923,101,"ID","IDN","Indonesia","the Republic of Indonesia","Asia","Other developing countries or areas","South-Eastern Asia","Asia - Inland waters",NA,"marine",NA,1,"Aquaculture production (freshwater)",1,"2280100112",3405,"giant tiger prawn","penaeus monodon","Fabricius 1798","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"inland","penaeus.monodon_inland_aquaculture",0,1,1,"marine"
360,71,"aquaculture","GIT",2018,"Q_tlw",159980,101,"ID","IDN","Indonesia","the Republic of Indonesia","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100112",3405,"giant tiger prawn","penaeus monodon","Fabricius 1798","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.monodon_marine_aquaculture",0,1,1,"marine"
360,71,"aquaculture","MET",2018,"Q_tlw",22622,101,"ID","IDN","Indonesia","the Republic of Indonesia","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"22801016XX",3415,"metapenaeus shrimps nei","metapenaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","metapenaeus_marine_aquaculture",NA,NA,NA,NA
364,51,"aquaculture","PNV",2018,"Q_tlw",47859,102,"IR","IRN","Iran (Islamic Rep. of)","the Islamic Republic of Iran","Asia","Other developing countries or areas","Southern Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
380,37,"aquaculture","KUP",2018,"Q_tlw",4.61,106,"IT","ITA","Italy","the Republic of Italy","Europe","Developed countries or areas","Southern Europe","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100109",2584,"kuruma prawn","marsupenaeus japonicus","Bate 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","marsupenaeus.japonicus_marine_aquaculture",0,0,1,"marine"
392,61,"aquaculture","KUP",2018,"Q_tlw",1478,110,"JP","JPN","Japan","Japan","Asia","Developed countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",2,"Aquaculture production (brackishwater)",2,"2280100109",2584,"kuruma prawn","marsupenaeus japonicus","Bate 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","marsupenaeus.japonicus_marine_aquaculture",0,0,1,"marine"
410,61,"aquaculture","PNV",2018,"Q_tlw",4480,117,"KR","KOR","Korea, Republic of","the Republic of Korea","Asia","Other developing countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
410,61,"aquaculture","FLP",2018,"Q_tlw",20,117,"KR","KOR","Korea, Republic of","the Republic of Korea","Asia","Other developing countries or areas","Eastern Asia","Pacific, Northwest","Pacific Ocean","marine","Northern regions",2,"Aquaculture production (brackishwater)",2,"2280100116",2586,"fleshy prawn","penaeus chinensis","(Osbeck 1765)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","penaeus.chinensis_marine_aquaculture",0,1,1,"marine"
422,37,"aquaculture","PNV",2018,"Q_tlw",15,121,"LB","LBN","Lebanon","the Lebanese Republic","Asia","Other developing countries or areas","Western Asia","Mediterranean and Black Sea","Atlantic Ocean and adjacent seas","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
450,51,"aquaculture","GIT",2018,"Q_tlw",4947.05,129,"MG","MDG","Madagascar","the Republic of Madagascar","Africa","Least Developed Countries","Eastern Africa","Indian Ocean, Western","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100112",3405,"giant tiger prawn","penaeus monodon","Fabricius 1798","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.monodon_marine_aquaculture",0,1,1,"marine"
458,57,"aquaculture","PNV",2018,"Q_tlw",8301.21,131,"MY","MYS","Malaysia","Malaysia","Asia","Other developing countries or areas","South-Eastern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
458,71,"aquaculture","PNV",2018,"Q_tlw",27706.04,131,"MY","MYS","Malaysia","Malaysia","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
458,57,"aquaculture","GIT",2018,"Q_tlw",8682.9,131,"MY","MYS","Malaysia","Malaysia","Asia","Other developing countries or areas","South-Eastern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100112",3405,"giant tiger prawn","penaeus monodon","Fabricius 1798","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.monodon_marine_aquaculture",0,1,1,"marine"
458,71,"aquaculture","GIT",2018,"Q_tlw",1222.71,131,"MY","MYS","Malaysia","Malaysia","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100112",3405,"giant tiger prawn","penaeus monodon","Fabricius 1798","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.monodon_marine_aquaculture",0,1,1,"marine"
484,31,"aquaculture","PNV",2018,"Q_tlw",2826.889,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Atlantic, Western Central","Atlantic Ocean and adjacent seas","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
484,77,"aquaculture","PNV",2018,"Q_tlw",155107.472,138,"MX","MEX","Mexico","the United Mexican States","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
50,57,"aquaculture","GIT",2018,"Q_tlw",61709,16,"BD","BGD","Bangladesh","the People's Republic of Bangladesh","Asia","Least Developed Countries","Southern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100112",3405,"giant tiger prawn","penaeus monodon","Fabricius 1798","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.monodon_marine_aquaculture",0,1,1,"marine"
50,57,"aquaculture","PNI",2018,"Q_tlw",2029,16,"BD","BGD","Bangladesh","the People's Republic of Bangladesh","Asia","Least Developed Countries","Southern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100125",2589,"indian white prawn","penaeus indicus","H. Milne Edwards 1837","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.indicus_marine_aquaculture",0,1,1,"marine"
50,57,"aquaculture","PEN",2018,"Q_tlw",3359,16,"BD","BGD","Bangladesh","the People's Republic of Bangladesh","Asia","Least Developed Countries","Southern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_aquaculture",NA,NA,NA,NA
50,57,"aquaculture","MPN",2018,"Q_tlw",3882,16,"BD","BGD","Bangladesh","the People's Republic of Bangladesh","Asia","Least Developed Countries","Southern Asia","Indian Ocean, Eastern","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280101601",3416,"speckled shrimp","metapenaeus monoceros","(Fabricius 1798)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","metapenaeus.monoceros_marine_aquaculture",0,1,1,"marine"
540,71,"aquaculture","PNS",2018,"Q_tlw",1505,153,"NC","NCL","New Caledonia","New Caledonia","Oceania","Other developing countries or areas","Melanesia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100110",2585,"blue shrimp","litopenaeus stylirostris","Stimpson 1874","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.stylirostris_marine_aquaculture",0,1,1,"marine"
558,77,"aquaculture","PNV",2018,"Q_tlw",29458.4,157,"NI","NIC","Nicaragua","the Republic of Nicaragua","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
566,34,"aquaculture","PEN",2018,"Q_tlw",90,159,"NG","NGA","Nigeria","the Federal Republic of Nigeria","Africa","Other developing countries or areas","Western Africa","Atlantic, Eastern Central","Atlantic Ocean and adjacent seas","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_aquaculture",NA,NA,NA,NA
580,71,"aquaculture","PNV",2018,"Q_tlw",23,163,"MP","MNP","Northern Mariana Is.","Northern Mariana Islands","Oceania","Other developing countries or areas","Micronesia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t","FAO estimate from available sources of information or calculation based on specific assumptions","ESTIMATE",1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
585,71,"aquaculture","PEN",2018,"Q_tlw",0.4,180,"PW","PLW","Palau","the Republic of Palau","Oceania","Other developing countries or areas","Micronesia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_aquaculture",NA,NA,NA,NA
586,51,"aquaculture","PEN",2018,"Q_tlw",131,165,"PK","PAK","Pakistan","the Islamic Republic of Pakistan","Asia","Other developing countries or areas","Southern Asia","Indian Ocean, Western","Indian Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"22801001XX",3399,"penaeus shrimps nei","penaeus",NA,"CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,0,1,0,0,"marine","penaeus_marine_aquaculture",NA,NA,NA,NA
591,77,"aquaculture","PNV",2018,"Q_tlw",6409,166,"PA","PAN","Panama","the Republic of Panama","Americas","Other developing countries or areas","Central America","Pacific, Eastern Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
604,87,"aquaculture","PNV",2018,"Q_tlw",29716.93,170,"PE","PER","Peru","the Republic of Peru","Americas","Other developing countries or areas","South America","Pacific, Southeast","Pacific Ocean","marine","Southern regions",2,"Aquaculture production (brackishwater)",2,"2280100111",3404,"whiteleg shrimp","litopenaeus vannamei","Boone 1931","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","litopenaeus.vannamei_marine_aquaculture",0,1,1,"marine"
608,71,"aquaculture","PBA",2018,"Q_tlw",1758.9,171,"PH","PHL","Philippines","the Republic of the Philippines","Asia","Other developing countries or areas","South-Eastern Asia","Pacific, Western Central","Pacific Ocean","marine","Central regions",2,"Aquaculture production (brackishwater)",2,"2280100103",2583,"banana prawn","penaeus merguiensis","De Man 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Shrimps, prawns","Other shrimps and prawns, live, fresh or chilled","Crustaceans, live, fresh or chilled","Observed measure unit (Tonnes - live weight)",9,"Tonnes - live weight",NA,"t",NA,NA,1,0,0,0,"marine","penaeus.merguiensis_marine_aquaculture",0,1,1,"marine"
